signal_index,symbol,signal_date,market_cap,sector,status,signal_candle_high,entry_price,entry_date,exit_price,exit_date,exit_reason,months_held,total_return_percent,cagr_percent,cmgr_percent,max_high,max_high_date,drawdown_percent,stop_loss_price,target1_price,target2_price
2167,RML,01-08-2022,Smallcap,Auto,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2168,REPRO,01-08-2022,Smallcap,Miscellaneous,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2169,M&MFIN,01-08-2022,Largecap,Financials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2170,ZEEMEDIA,01-08-2022,Smallcap,Media,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2171,HUBTOWN,01-08-2022,Smallcap,Realty,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2172,INDIANB,01-08-2022,Largecap,Bank,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2173,RAJTV,01-08-2022,Smallcap,Media,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2174,PPAP,01-08-2022,Smallcap,Auto,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2175,CORDSCABLE,01-08-2022,Smallcap,Industrials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2176,RECLTD,01-08-2022,Largecap,Financials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2177,EMMBI,01-08-2022,Smallcap,Industrials,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2178,COALINDIA,01-08-2022,Largecap,Metals & Mining,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2179,MOIL,01-08-2022,Midcap,Metals & Mining,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2180,WONDERLA,01-08-2022,Smallcap,Media,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2181,BEARDSELL,01-08-2022,Smallcap,Plastic products,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2182,VEEDOL,01-08-2022,Smallcap,Chemicals,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2183,PSUBANK,01-08-2022,Smallcap,Indices,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2184,NORBTEAEXP,01-08-2022,Smallcap,FMCG,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2185,GKWLIMITED,01-08-2022,Smallcap,,Completed,,,,,,Target 1 - Red Doji,0,0,0,0,,,0,,,
2186,APOLSINHOT,01-08-2022,Smallcap,Services,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2187,NIFTYMEDIA,01-08-2022,Smallcap,Indices,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2188,NIFTYPSUBANK,01-08-2022,Smallcap,Indices,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2189,LIQUIDBEES,01-08-2022,Smallcap,Indices,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2190,LICHSGFIN,01-09-2022,Largecap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2191,MIRCELECTR,01-09-2022,Smallcap,Consumer Discretionary,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2192,THOMASCOOK,01-09-2022,Midcap,Miscellaneous,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2193,NIPPOBATRY,01-09-2022,Smallcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2194,RANEHOLDIN,01-09-2022,Smallcap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2195,SAKHTISUG,01-09-2022,Smallcap,FMCG,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2196,SAMBHAAV,01-09-2022,Smallcap,Media,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2197,JYOTISTRUC,01-09-2022,Smallcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2198,IGARASHI,01-09-2022,Smallcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2199,OMAXAUTO,01-09-2022,Smallcap,Auto,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2200,MUNJALAU,01-09-2022,Smallcap,Auto,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2201,WINDMACHIN,01-09-2022,Smallcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2202,SANGHIIND,01-09-2022,Smallcap,Building Materials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2203,DBSTOCKBRO,01-09-2022,Smallcap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2204,MOHITIND,01-09-2022,Smallcap,Textiles,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2205,BFUTILITIE,01-09-2022,Smallcap,Power & Utilities,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2206,SUNTV,01-09-2022,Largecap,Media,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2207,RELIGARE,01-09-2022,Midcap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2208,KIRLOSENG,01-09-2022,Midcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2209,RKDL,01-09-2022,Smallcap,FMCG,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2210,KICL,01-09-2022,Smallcap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2211,LOVABLE,01-09-2022,Smallcap,Textiles,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2212,TBZ,01-09-2022,Smallcap,Consumer Discretionary,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2213,SREEL,01-09-2022,Smallcap,Consumer Discretionary,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2214,KARURVYSYA,01-09-2022,Midcap,Bank,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2215,GKWLIMITED,01-09-2022,Smallcap,,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2216,DICIND,03-10-2022,Smallcap,Chemicals,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2217,HMT,03-10-2022,Midcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2218,NCC,03-10-2022,Midcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2219,OILCOUNTUB,03-10-2022,Smallcap,Metals & Mining,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2220,HUHTAMAKI,03-10-2022,Smallcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2221,KALYANIFRG,03-10-2022,Smallcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2222,NMDC,03-10-2022,Largecap,Metals & Mining,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2223,TFCILTD,03-10-2022,Smallcap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2224,SPARC,03-10-2022,Smallcap,Healthcare,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2225,VASCONEQ,03-10-2022,Smallcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2226,EMAMIREAL,03-10-2022,Smallcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2227,PCJEWELLER,03-10-2022,Midcap,Consumer Discretionary,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2228,INOXWIND,03-10-2022,Largecap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2229,EXIDEIND,01-11-2022,Largecap,Auto,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2230,BHEL,01-11-2022,Largecap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2231,HEROMOTOCO,01-11-2022,Largecap,Auto,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2232,IITL,01-11-2022,Smallcap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2233,HITECHGEAR,01-11-2022,Smallcap,Auto,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2234,DREDGECORP,01-11-2022,Smallcap,Miscellaneous,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2235,ATULAUTO,01-11-2022,Smallcap,Auto,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2236,ARCHIES,01-11-2022,Smallcap,Consumer Discretionary,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2237,SOUTHBANK,01-11-2022,Midcap,Bank,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2238,PTC,01-11-2022,Smallcap,Power & Utilities,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2239,MAHABANK,01-11-2022,Largecap,Bank,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2240,KTKBANK,01-11-2022,Midcap,Bank,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2241,VISASTEEL,01-11-2022,Smallcap,Metals & Mining,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2242,DCBBANK,01-11-2022,Smallcap,Bank,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2243,IDBI,01-12-2022,Largecap,Bank,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2244,GODREJIND,01-12-2022,Largecap,Chemicals,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2245,HCC,01-12-2022,Smallcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2246,HLVLTD,01-12-2022,Smallcap,Services,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2247,LICHSGFIN,01-12-2022,Largecap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2248,JINDALSAW,01-12-2022,Midcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2249,BBTC,01-12-2022,Midcap,Auto,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2250,GICHSGFIN,01-12-2022,Smallcap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2251,PVP,01-12-2022,Smallcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2252,MANAPPURAM,01-12-2022,Largecap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2253,J&KBANK,01-12-2022,Midcap,Bank,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2254,STLTECH,01-12-2022,Midcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2255,IOB,01-12-2022,Largecap,Bank,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2256,UNIONBANK,01-12-2022,Largecap,Bank,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2257,UCOBANK,01-12-2022,Largecap,Bank,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2258,RAJTV,01-12-2022,Smallcap,Media,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2259,NAGREEKCAP,01-12-2022,Smallcap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2260,KSCL,01-12-2022,Midcap,FMCG,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2261,PPAP,01-12-2022,Smallcap,Auto,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2262,CPCAP,01-12-2022,Smallcap,Services,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2263,GREENPOWER,01-12-2022,Smallcap,Power & Utilities,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2264,MOIL,01-12-2022,Midcap,Metals & Mining,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2265,TEXRAIL,01-12-2022,Midcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2266,PROZONER,01-12-2022,Smallcap,Miscellaneous,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2267,SKIPPER,01-12-2022,Midcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2268,RADAAN,01-12-2022,Smallcap,Media,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2269,HINDPETRO,02-01-2023,Largecap,Energy,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2270,ONGC,02-01-2023,Largecap,Energy,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2271,IOC,02-01-2023,Largecap,Energy,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2272,BFUTILITIE,02-01-2023,Smallcap,Power & Utilities,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2273,EMAMIREAL,02-01-2023,Smallcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2274,PSB,02-01-2023,Largecap,Bank,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2275,EQUIPPP,02-01-2023,Smallcap,I.T,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2276,LIQUIDBEES,02-01-2023,Smallcap,Indices,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2277,HNGSNGBEES,02-01-2023,Smallcap,Indices,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2278,ZENSARTECH,01-02-2023,Midcap,I.T,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2279,SYMPHONY,01-02-2023,Midcap,Consumer Discretionary,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2280,DBSTOCKBRO,01-02-2023,Smallcap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2281,CPCAP,01-02-2023,Smallcap,Services,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2282,GPPL,01-03-2023,Midcap,Transportation,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2283,IMAGICAA,01-03-2023,Smallcap,Media,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2284,ASIANHOTNR,03-04-2023,Smallcap,Services,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2285,DICIND,03-04-2023,Smallcap,Chemicals,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2286,HINDPETRO,03-04-2023,Largecap,Energy,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2287,SUDARSCHEM,03-04-2023,Midcap,Chemicals,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2288,WELSPUNLIV,03-04-2023,Midcap,Textiles,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2289,VARDMNPOLY,03-04-2023,Smallcap,Textiles,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2290,GIPCL,03-04-2023,Smallcap,Power & Utilities,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2291,PVP,03-04-2023,Smallcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2292,IOLCP,03-04-2023,Smallcap,Healthcare,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2293,MANAPPURAM,03-04-2023,Largecap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2294,GLENMARK,03-04-2023,Largecap,Healthcare,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2295,OFSS,03-04-2023,Largecap,I.T,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2296,INSPIRISYS,03-04-2023,Smallcap,I.T,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2297,WABAG,03-04-2023,Midcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2298,COALINDIA,03-04-2023,Largecap,Metals & Mining,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2299,ABREL,02-05-2023,Midcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2300,BHEL,02-05-2023,Largecap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2301,MRPL,02-05-2023,Largecap,Energy,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2302,IDBI,02-05-2023,Largecap,Bank,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2303,GODREJIND,02-05-2023,Largecap,Chemicals,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2304,GLFL,02-05-2023,Smallcap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2305,KAKATCEM,02-05-2023,Smallcap,Building Materials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2306,BPCL,02-05-2023,Largecap,Energy,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2307,SANOFI,02-05-2023,Midcap,Healthcare,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2308,BBTC,02-05-2023,Midcap,Auto,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2309,MANGLMCEM,02-05-2023,Smallcap,Building Materials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2310,PENINLAND,02-05-2023,Smallcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2311,ORIENTCER,02-05-2023,Smallcap,Building Materials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2312,ALEMBICLTD,02-05-2023,Smallcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2313,VISAKAIND,02-05-2023,Smallcap,Building Materials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2314,HINDCOMPOS,02-05-2023,Smallcap,Auto,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2315,HUHTAMAKI,02-05-2023,Smallcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2316,HINDCOPPER,02-05-2023,Largecap,Metals & Mining,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2317,IGARASHI,02-05-2023,Smallcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2318,HERITGFOOD,02-05-2023,Smallcap,FMCG,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2319,JAYAGROGN,02-05-2023,Smallcap,Chemicals,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2320,INDSWFTLTD,02-05-2023,Smallcap,Healthcare,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2321,AUROPHARMA,02-05-2023,Largecap,Healthcare,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2322,SARLAPOLY,02-05-2023,Smallcap,Textiles,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2323,VENUSREM,02-05-2023,Smallcap,Healthcare,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2324,ENGINERSIN,02-05-2023,Midcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2325,ARCHIES,02-05-2023,Smallcap,Consumer Discretionary,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2326,REPRO,02-05-2023,Smallcap,Miscellaneous,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2327,INSPIRISYS,02-05-2023,Smallcap,I.T,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2328,SMSPHARMA,02-05-2023,Smallcap,Healthcare,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2329,PSB,02-05-2023,Largecap,Bank,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2330,TEXRAIL,02-05-2023,Midcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2331,LTF,02-05-2023,Largecap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2332,SREEL,02-05-2023,Smallcap,Consumer Discretionary,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2333,JUSTDIAL,02-05-2023,Midcap,I.T,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2334,SATIN,02-05-2023,Smallcap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2335,ARE&M,01-06-2023,Midcap,Auto,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2336,BOMDYEING,01-06-2023,Smallcap,Textiles,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2337,CESC,01-06-2023,Largecap,Power & Utilities,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2338,KANSAINER,01-06-2023,Largecap,Building Materials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2339,HEROMOTOCO,01-06-2023,Largecap,Auto,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2340,HCC,01-06-2023,Smallcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2341,HMT,01-06-2023,Midcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2342,HLVLTD,01-06-2023,Smallcap,Services,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2343,OILCOUNTUB,01-06-2023,Smallcap,Metals & Mining,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2344,AMJLAND,01-06-2023,Smallcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2345,THOMASCOOK,01-06-2023,Midcap,Miscellaneous,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2346,NIPPOBATRY,01-06-2023,Smallcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2347,FMGOETZE,01-06-2023,Smallcap,Auto,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2348,PRAKASH,01-06-2023,Smallcap,Metals & Mining,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2349,BAYERCROP,01-06-2023,Largecap,Chemicals,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2350,GRAPHITE,01-06-2023,Midcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2351,HEG,01-06-2023,Midcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2352,IGARASHI,01-06-2023,Smallcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2353,MUNJALAU,01-06-2023,Smallcap,Auto,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2354,ALOKINDS,01-06-2023,Midcap,Textiles,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2355,SURYALAXMI,01-06-2023,Smallcap,Textiles,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2356,GVT&D,01-06-2023,Largecap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2357,VENKEYS,01-06-2023,Smallcap,FMCG,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2358,WANBURY,01-06-2023,Smallcap,Healthcare,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2359,NATCOPHARM,01-06-2023,Midcap,Healthcare,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2360,GREENPLY,01-06-2023,Smallcap,Building Materials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2361,63MOONS,01-06-2023,Smallcap,I.T,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2362,DBSTOCKBRO,01-06-2023,Smallcap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2363,BCG,01-06-2023,Smallcap,I.T,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2364,XCHANGING,01-06-2023,Smallcap,I.T,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2365,DCBBANK,01-06-2023,Smallcap,Bank,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2366,GLOBALVECT,01-06-2023,Smallcap,Transportation,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2367,RAJTV,01-06-2023,Smallcap,Media,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2368,PURVA,01-06-2023,Midcap,Realty,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2369,MOTILALOFS,01-06-2023,Largecap,Financials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2370,KAUSHALYA,01-06-2023,Smallcap,Services,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2371,MOIL,01-06-2023,Midcap,Metals & Mining,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2372,TBZ,01-06-2023,Smallcap,Consumer Discretionary,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2373,NIBL,01-06-2023,Smallcap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
2374,INOXWIND,01-06-2023,Largecap,Industrials,Completed,,,,,,Target 2 - Below 21 EMA,0,0,0,0,,,0,,,
